date,open,high,low,close
2019-02-20 13:55:00,4629.89,4636.11,4629.76,4635.83
2019-02-20 14:00:00,4635.6,4643.37,4635.6,4642.31
2019-02-20 14:05:00,4642.31,4650.43,4641.5,4650.43
2019-02-20 14:10:00,4651.29,4656.37,4651.29,4652.86
2019-02-20 14:15:00,4652.86,4653.13,4648.73,4652.97
2019-02-20 14:20:00,4653.11,4655.22,4648.56,4655.12
2019-02-20 14:25:00,4655.76,4663.23,4655.76,4662.94
2019-02-20 14:30:00,4662.35,4665.54,4662.35,4664.47
2019-02-20 14:35:00,4664.27,4672.62,4664.27,4670.84
2019-02-20 14:40:00,4670.74,4673.32,4666.7,4666.77
2019-02-20 14:45:00,4666.7,4666.74,4662.18,4663.27
2019-02-20 14:50:00,4663.83,4666.19,4658.93,4658.93
2019-02-20 14:55:00,4659.16,4664.04,4659.16,4662.87
2019-02-20 15:00:00,4661.97,4664.86,4661.86,4663.89
2019-02-21 09:35:00,4666.28,4667.41,4652.42,4666.8
2019-02-21 09:40:00,4667.66,4677.0,4653.27,4653.27
2019-02-21 09:45:00,4653.0,4655.39,4644.11,4655.16
2019-02-21 09:50:00,4655.65,4671.9,4652.8,4665.95
2019-02-21 09:55:00,4665.84,4670.11,4664.89,4670.09
2019-02-21 10:00:00,4670.81,4674.0,4667.59,4670.42
2019-02-21 10:05:00,4670.99,4684.3,4669.57,4683.75
2019-02-21 10:10:00,4683.75,4684.25,4678.62,4682.45
2019-02-21 10:15:00,4682.64,4684.46,4676.99,4676.99
2019-02-21 10:20:00,4676.69,4676.69,4667.45,4668.08
2019-02-21 10:25:00,4668.57,4670.37,4664.85,4665.56
2019-02-21 10:30:00,4665.74,4673.71,4665.74,4673.7
2019-02-21 10:35:00,4674.09,4679.54,4674.09,4676.09
2019-02-21 10:40:00,4676.28,4684.46,4674.97,4684.46
2019-02-21 10:45:00,4684.28,4687.02,4682.05,4682.05
2019-02-21 10:50:00,4682.11,4686.07,4680.75,4686.07
2019-02-21 10:55:00,4686.59,4694.67,4686.4,4693.99
2019-02-21 11:00:00,4694.6,4706.29,4693.75,4705.51
2019-02-21 11:05:00,4705.37,4706.54,4702.16,4702.16
2019-02-21 11:10:00,4701.03,4701.39,4697.45,4701.36
2019-02-21 11:15:00,4701.55,4703.43,4698.31,4698.73
2019-02-21 11:20:00,4698.92,4709.54,4698.92,4709.49
2019-02-21 11:25:00,4709.99,4715.07,4709.63,4710.0
2019-02-21 11:30:00,4709.37,4711.06,4708.55,4711.06
2019-02-21 13:05:00,4711.33,4727.48,4711.33,4727.48
2019-02-21 13:10:00,4727.84,4734.83,4727.84,4733.68
2019-02-21 13:15:00,4733.19,4744.69,4733.19,4744.67
2019-02-21 13:20:00,4744.96,4750.42,4744.96,4746.35
2019-02-21 13:25:00,4746.22,4748.28,4739.07,4740.17
2019-02-21 13:30:00,4739.71,4741.81,4738.17,4741.08
2019-02-21 13:35:00,4743.61,4745.6,4740.82,4741.51
2019-02-21 13:40:00,4741.32,4746.18,4738.93,4746.18
2019-02-21 13:45:00,4746.18,4746.92,4744.94,4745.16
2019-02-21 13:50:00,4745.6,4745.92,4725.59,4725.93
2019-02-21 13:55:00,4725.67,4725.67,4714.9,4717.25
2019-02-21 14:00:00,4717.21,4717.21,4695.44,4697.56
2019-02-21 14:05:00,4697.35,4702.16,4691.03,4702.16
2019-02-21 14:10:00,4702.07,4703.28,4697.45,4698.05
2019-02-21 14:15:00,4697.7,4697.7,4680.74,4680.74
2019-02-21 14:20:00,4679.58,4679.67,4660.58,4660.62
2019-02-21 14:25:00,4660.41,4674.31,4657.55,4673.65
2019-02-21 14:30:00,4672.28,4674.42,4670.19,4674.28
2019-02-21 14:35:00,4674.56,4674.56,4660.81,4660.88
2019-02-21 14:40:00,4660.84,4663.95,4658.46,4661.24
2019-02-21 14:45:00,4660.74,4661.11,4648.62,4648.62
2019-02-21 14:50:00,4648.94,4649.19,4643.11,4645.43
2019-02-21 14:55:00,4645.5,4657.34,4645.5,4657.25
2019-02-21 15:00:00,4657.25,4660.1,4657.08,4660.0
2019-02-22 09:35:00,4651.54,4668.83,4649.35,4668.34
2019-02-22 09:40:00,4668.64,4668.64,4661.58,4661.58
2019-02-22 09:45:00,4660.53,4671.7,4652.48,4671.7
2019-02-22 09:50:00,4671.56,4677.03,4670.37,4670.47
2019-02-22 09:55:00,4670.06,4670.06,4651.98,4651.98
2019-02-22 10:00:00,4651.98,4664.99,4651.34,4663.66
2019-02-22 10:05:00,4663.69,4664.88,4657.89,4662.78
2019-02-22 10:10:00,4663.21,4679.51,4662.92,4678.53
2019-02-22 10:15:00,4678.98,4679.99,4673.2,4673.91
2019-02-22 10:20:00,4673.8,4673.8,4664.61,4665.2
2019-02-22 10:25:00,4665.2,4669.88,4662.49,4662.49
2019-02-22 10:30:00,4662.49,4662.49,4654.05,4654.58
2019-02-22 10:35:00,4654.45,4656.21,4650.67,4656.21
2019-02-22 10:40:00,4656.31,4662.79,4656.31,4660.9
2019-02-22 10:45:00,4660.26,4668.09,4659.77,4667.17
2019-02-22 10:50:00,4667.17,4670.77,4667.15,4670.77
2019-02-22 10:55:00,4671.01,4679.71,4671.01,4678.63
2019-02-22 11:00:00,4678.53,4679.63,4674.57,4674.64
2019-02-22 11:05:00,4674.64,4687.39,4673.39,4687.39
2019-02-22 11:10:00,4687.39,4695.79,4687.39,4694.29
2019-02-22 11:15:00,4693.82,4698.66,4689.36,4689.36
